,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration,Monthly payment,Credit event,Married,Homeowner,y_hat,pred_default
1701,1,52,9990,9990,0,48,0.07345575959933222,0,1,1,0,0.8223244400784562
1702,1,28,7656,8354,0,60,0.1162790697674419,0,0,0,0,0.5718696851784584
1703,3,51,8400,9127,0,60,0.08571428571428572,0,0,0,0,0.6637990644843924
1704,1,65,6995,3758,0,24,0.08944444444444444,0,1,0,0,0.7157086020569439
1705,0,20,26000,28504,0,72,0.1905660377358491,0,1,0,1,0.3749860163685321
1706,12,33,35290,26829,0,60,0.1048657718120805,0,1,0,0,0.7381616305495189
1707,3,30,8450,5263,0,60,0.05705882352941177,0,1,1,0,0.7927062513041738
1708,2,19,4239,4089,0,36,0.02959641255605381,0,0,0,0,0.7319899714077521
1709,2,26,11290,11474,0,60,0.1038461538461539,0,0,0,0,0.632265443409104
1710,11,47,10390,11745,0,60,0.09136363636363637,0,0,0,0,0.7506287258511245
1711,2,49,17750,17750,0,72,0.09956521739130435,0,0,0,0,0.6919293624047583
1712,16,52,9990,4990,0,24,0.1770212765957447,0,1,1,0,0.8618435894712649
1713,13,49,7180,6017,0,60,0.048,0,0,1,0,0.7871554134116383
1714,15,41,9800,9694,0,72,0.08421052631578947,0,1,0,0,0.7763087790674947
1715,17,43,23100,15000,0,60,0.1333002973240832,0,1,1,0,0.8469509022509834
1716,7,33,24590,17100,1,60,0.102755905511811,0,0,0,0,0.7183728813545267
1717,2,28,18200,14000,0,48,0.1176470588235294,0,0,0,0,0.7095189380478468
1718,3,37,19400,16490,0,48,0.1481481481481481,0,1,1,0,0.8232715540509621
1719,2,38,14330,14021,0,72,0.08060606060606061,0,0,0,0,0.6903535370634961
1720,14,54,24136,23136,0,60,0.1255,0,1,1,0,0.816381065257382
1721,21,49,13550,14866,0,60,0.07681818181818181,0,1,0,0,0.7783545313489397
1722,21,58,24000,23635,0,72,0.1476,0,1,0,0,0.7460743196581244
1723,12,55,3696,3865,0,36,0.074,1,0,0,0,0.6347736541279692
1724,17,77,12050,12050,0,60,0.1354838709677419,0,0,0,0,0.6543672862599348
1725,0,30,8990,6990,0,24,0.1264462809917355,0,0,0,0,0.7290293547487401
1726,32,54,18990,13840,0,60,0.1176470588235294,0,1,0,0,0.8151343586107442
1727,1,21,7875,8534,0,96,0.0925,0,0,0,0,0.5997532793469856
1728,7,66,9659,9758,0,12,0.1623931623931624,0,1,1,0,0.851700167730117
1729,1,55,8010,5113,0,36,0.1275,0,1,1,0,0.8036756637213192
1730,18,51,25700,19800,0,72,0.1053904630269523,0,1,1,0,0.8391302493782042
1731,5,70,14200,5000,1,24,0.1433333333333333,0,1,1,0,0.8195010097875581
1732,4,40,18087,18087,0,60,0.0622478386167147,0,1,1,0,0.821189254155209
1733,1,26,13990,16213,0,72,0.1773584905660377,0,0,0,0,0.5245651682411598
1734,3,44,9990,11290,0,96,0.07210526315789474,0,0,1,0,0.7301744582833936
1735,3,76,5005,5005,0,36,0.04756756756756757,0,0,1,0,0.7671782428431145
1736,17,37,9096,9096,0,24,0.05020746887966805,0,1,0,0,0.8252792798594348
1737,13,53,12960,12099,0,72,0.09384615384615384,0,1,1,0,0.8520208309872954
1738,14,74,7804,8263,0,60,0.1688888888888889,0,1,1,0,0.8056093487257825
1739,2,24,20990,17490,0,72,0.1245186136071887,0,0,1,0,0.6326024621365408
1740,5,32,9830,6830,0,36,0.07730769230769231,0,1,0,0,0.8132215484171147
1741,36,54,13140,8435,0,84,0.069375,0,0,0,0,0.7474299272317413
1742,2,23,12990,13104,0,60,0.1592,0,0,0,0,0.5802984024253948
1743,30,80,5250,7186,0,48,0.07173913043478261,0,1,1,0,0.8289133404097254
1744,7,36,16847,12743,1,60,0.0684,0,0,0,0,0.7695481277162459
1745,7,58,7731,7731,0,48,0.09368421052631579,1,1,0,0,0.7118602561923287
1746,5,42,20990,21895,0,72,0.1047058823529412,0,0,0,0,0.6690898008909107
1747,15,39,11490,11629,0,84,0.1053307642903019,0,0,0,0,0.7570432194859646
1748,22,55,16280,11200,0,36,0.13,0,0,0,0,0.7838422968068637
1749,5,47,10500,10500,0,48,0.1066666666666667,0,0,0,0,0.7612957226126891
1750,1,25,9650,11542,0,84,0.1005988023952096,0,0,0,0,0.559489917441508
1751,9,32,14050,15724,0,96,0.1645454545454546,0,1,0,0,0.7219592298570023
1752,35,52,14990,17051,0,60,0.0904,0,0,1,0,0.7764729062863465
1753,0,36,19220,17720,0,60,0.08531044926804644,0,0,0,0,0.676075281849351
1754,0,33,9890,10934,0,72,0.1373534338358459,0,1,0,0,0.5886874921263812
1755,27,51,6040,6693,0,60,0.05470588235294117,0,0,0,0,0.6977524049424692
1756,2,38,10990,7990,0,36,0.05897051474262868,0,0,0,0,0.7729566174690087
1757,22,56,19290,16000,0,48,0.1061111111111111,0,1,1,0,0.8609129943196083
1758,0,28,6200,3200,0,36,0.04,0,1,0,0,0.6682137905103127
1759,6,55,7600,6985,0,60,0.07444444444444444,0,0,0,0,0.7335963025105935
1760,1,19,22890,22890,0,60,0.2296296296296296,0,0,0,1,0.33966584200035166
1761,13,34,12450,4613,1,36,0.0536,0,0,0,0,0.834813983121765
1762,37,67,8280,8280,0,60,0.156,0,1,1,0,0.777568642043867
1763,44,60,9800,8000,0,48,0.0392,0,1,1,0,0.8693978359293393
1764,5,40,5900,3801,0,48,0.03874538745387454,0,1,1,0,0.8577701315531012
1765,7,30,9890,11478,0,60,0.07566137566137567,0,1,1,0,0.8017251949551144
1766,20,39,14250,14250,0,84,0.06084142394822006,0,1,0,0,0.8016152387919884
1767,26,48,8470,2470,1,12,0.08076923076923077,0,1,1,0,0.8518635174956515
1768,3,37,6700,6700,0,60,0.078125,0,1,1,0,0.8024486010160398
1769,0,30,29790,29790,0,60,0.1873684210526316,0,0,0,1,0.3684853384893132
1770,30,58,15949,15949,0,48,0.0584,0,0,1,0,0.7974494807629712
1771,20,80,8950,3950,1,12,0.2125,0,1,1,0,0.810367979091299
1772,3,29,13980,9980,0,60,0.05485714285714285,0,1,0,0,0.7684774186902126
1773,6,58,2791,2791,0,12,0.186046511627907,0,1,1,0,0.8525290702898213
1774,1,66,2152,2152,0,12,0.1089324618736384,0,0,0,0,0.6542117253007856
1775,26,51,17000,19275,0,60,0.1568807339449541,0,0,1,0,0.7278555309744614
1776,13,37,10470,6990,0,48,0.03709677419354838,0,1,1,0,0.8714243758919855
1777,12,72,7450,5603,0,24,0.1892307692307692,0,0,0,0,0.7119193522967453
1778,4,67,19990,15990,0,72,0.06458333333333334,0,0,1,0,0.7587461806092934
1779,0,32,18300,9800,0,36,0.04322268326417704,0,0,0,0,0.7515530454647482
1780,5,22,15370,17099,0,96,0.1550387596899225,0,1,0,0,0.6214094022724272
1781,13,36,20150,16120,0,48,0.1,0,1,1,0,0.8595450514833655
1782,8,62,6400,7159,0,72,0.06576629477392835,0,1,0,0,0.794781541145424
1783,5,58,20660,22237,0,60,0.1622222222222222,0,1,1,0,0.7773428116242739
1784,1,32,14980,14698,0,96,0.1233333333333333,0,0,0,0,0.5311340780294485
1785,3,23,15014,15129,0,60,0.1078787878787879,0,0,0,0,0.6831932122198111
1786,29,54,4264,4535,0,24,0.06633333333333333,0,1,1,0,0.8783326784885122
1787,0,20,8990,10064,0,48,0.1453333333333333,0,0,0,0,0.547033684629337
1788,15,51,17490,13990,0,48,0.05776173285198556,0,0,1,0,0.8406823473063914
1789,2,48,5602,5969,0,48,0.04875,0,1,1,0,0.8348477303936918
1790,19,48,13500,13730,0,60,0.08095238095238096,0,1,0,0,0.7960553984249008
1791,13,48,19000,11500,0,48,0.22,0,1,0,0,0.830691571277133
1792,11,51,14500,11368,0,48,0.128,0,1,0,0,0.836650754334676
1793,14,36,29493,25993,0,96,0.1664033701948394,0,0,0,0,0.6253011415760619
1794,8,32,6490,6934,0,48,0.06317204301075269,0,1,0,0,0.8153767199000793
1795,4,67,14950,7450,0,48,0.1244444444444444,0,0,1,0,0.7640674535847181
1796,3,52,7997,7997,0,60,0.1130769230769231,0,0,0,0,0.6910797641549558
1797,0,31,9170,8070,0,60,0.07026768642447419,0,0,0,0,0.6364051404541993
1798,3,31,25990,28731,0,72,0.166304347826087,0,0,0,1,0.47165034832066355
1799,0,61,8870,10598,0,60,0.1069230769230769,0,1,0,0,0.6771853976521391
1800,2,64,18478,17825,0,48,0.1310526315789474,0,1,1,0,0.7907030892382633
1801,11,51,14330,12630,0,84,0.1064705882352941,0,1,1,0,0.8521064376047811
1802,30,59,4750,5132,0,24,0.1125,0,1,0,0,0.8462798813209843
1803,3,67,12705,12828,0,60,0.1475,0,1,1,0,0.7939065184324368
1804,1,19,26484,29125,0,72,0.228629579375848,0,1,0,1,0.3828044288856921
1805,1,19,9900,9490,0,48,0.1275,0,0,0,0,0.5905259665128801
1806,1,24,8980,9727,0,60,0.1119791666666667,0,0,0,0,0.5430247014433526
1807,0,48,7900,8331,0,36,0.07142857142857142,0,1,1,0,0.8288365183256021
1808,17,48,9440,10241,0,60,0.1139393939393939,0,0,0,0,0.7320627493436179
1809,8,28,6430,7117,0,36,0.1401869158878505,0,0,0,0,0.7767196756871088
1810,0,36,6825,7698,0,36,0.1098376313276027,0,0,0,0,0.6827914922458933
1811,6,70,7930,8885,0,36,0.081875,0,0,0,0,0.7611821443818011
1812,28,48,17153,14903,0,48,0.1217391304347826,0,1,0,0,0.8348276070920513
1813,6,43,12300,12276,0,60,0.04271356783919598,0,1,1,0,0.8360622411669966
1814,3,50,10776,11847,0,60,0.215,0,1,0,0,0.6922573930196164
1815,0,53,4243,4243,0,36,0.05208333333333334,0,1,0,0,0.7019504700020958
1816,2,24,13500,13500,0,48,0.0976470588235294,0,0,0,0,0.6918909389060588
1817,5,51,15040,10500,0,60,0.03806970509383378,0,1,1,0,0.8693401104935915
1818,0,18,27456,27572,0,60,0.1589473684210526,0,0,0,1,0.3528924019436639
1819,18,39,6735,7557,0,48,0.1207142857142857,0,0,0,0,0.7551007524754876
1820,1,56,10639,11396,0,60,0.1252525252525253,0,1,1,0,0.8037697817987048
1821,11,54,12450,15081,0,96,0.0788,0,1,0,0,0.7842153226537827
1822,0,43,18950,18950,0,60,0.2102473498233215,0,1,0,0,0.6182928759242576
1823,10,71,5421,5572,0,36,0.0835,0,0,0,0,0.7700952434327263
1824,2,43,17200,17200,0,48,0.07377049180327869,0,1,0,0,0.7850229672267921
1825,21,60,6234,5000,0,12,0.1852173913043478,0,0,0,0,0.7213315499845083
1826,23,51,5900,6902,0,72,0.05454545454545454,0,1,0,0,0.7725125360907453
1827,1,46,4500,4070,0,60,0.04625,0,1,0,0,0.6759336892276102
1828,6,22,21800,18800,0,60,0.1243093922651934,0,0,0,0,0.7170468839777844
1829,31,48,9300,9300,0,48,0.09545454545454546,0,1,0,0,0.82121445116144
1830,1,23,7940,9430,0,84,0.07588235294117647,0,0,0,0,0.5888280011449578
1831,9,41,36159,11159,1,60,0.07321428571428572,0,0,1,0,0.7729177872712243
1832,2,30,14700,17351,0,84,0.09875,0,1,0,0,0.6910056271614027
1833,3,45,3765,4063,0,48,0.06133333333333333,0,0,0,0,0.7603138351360654
1834,5,43,16760,16565,0,72,0.168230563002681,0,1,1,0,0.81305933224431
1835,8,69,24050,15235,0,48,0.07538461538461538,0,1,1,0,0.854607704341948
1836,13,49,3332,3606,0,24,0.08611111111111111,0,1,0,0,0.839693302049183
1837,0,52,11670,7270,0,48,0.0354066985645933,0,1,1,0,0.832515229101283
1838,7,52,24900,11371,1,36,0.0825,0,0,0,0,0.7837448385296005
1839,1,21,21690,25931,0,96,0.152,0,0,0,1,0.3795010278185569
1840,10,70,6490,4990,0,36,0.1354545454545455,0,0,0,0,0.7141275443955607
1841,3,28,15000,11500,0,60,0.0891891891891892,0,1,1,0,0.811880248020276
1842,2,68,6799,6938,0,60,0.07705882352941176,0,0,1,0,0.7197386209572998
1843,18,74,19150,16150,0,60,0.1414285714285714,0,1,1,0,0.8290215752459031
1844,16,47,9985,10859,0,60,0.1096296296296296,0,1,1,0,0.8373033869070492
1845,0,28,8995,1995,1,12,0.1554545454545455,0,0,0,0,0.7329995417248067
1846,4,24,29400,11900,1,36,0.173,0,0,0,0,0.6383794635566008
1847,16,35,5800,6255,0,48,0.04171597633136095,0,1,1,0,0.8618893845657317
1848,21,64,9250,7913,0,60,0.1092307692307692,0,1,1,0,0.8100179729173363
1849,8,29,27456,25572,0,48,0.1314285714285714,0,0,0,0,0.6928583079445991
1850,0,19,8700,8200,0,48,0.1016666666666667,0,0,1,0,0.6206066928191141
1851,1,21,18500,19363,0,60,0.1338308457711443,0,0,0,1,0.4851500996222883
1852,8,31,9980,7528,0,48,0.1183020180932498,0,0,0,0,0.7984325462314842
1853,3,56,9950,3950,1,36,0.0336231884057971,0,1,1,0,0.8493671737624725
1854,15,47,12500,14641,0,72,0.05468277945619335,1,0,1,0,0.7069086250552173
1855,0,38,26000,25587,0,96,0.08571428571428572,0,1,0,0,0.607575151420555
1856,11,52,14000,5300,1,48,0.0475452196382429,0,1,1,0,0.8682566245812217
1857,2,70,11995,13723,0,72,0.1528571428571429,0,1,1,0,0.7816901911629964
1858,22,46,23390,11869,1,36,0.1944444444444444,0,1,0,0,0.7593675486811791
1859,8,34,4000,4000,0,84,0.02925531914893617,0,1,1,0,0.7922894875714914
1860,2,19,13990,14237,0,72,0.1393258426966292,0,0,0,0,0.519653485349929
1861,7,47,8990,9544,0,72,0.1181525241675618,0,0,1,0,0.7514291161752991
1862,3,26,24962,24962,0,60,0.1621621621621622,0,0,0,0,0.5023873230830528
1863,5,65,7900,8785,0,48,0.08142857142857143,0,0,1,0,0.7914121857468601
1864,7,75,12900,12900,0,60,0.1823076923076923,0,1,1,0,0.755527963490011
1865,13,31,22820,25107,0,48,0.1430434782608696,0,1,1,0,0.781925059804254
1866,0,24,9480,9480,0,60,0.06176470588235294,0,0,0,0,0.5760817078536549
1867,14,39,17090,17990,0,72,0.119047619047619,0,0,0,0,0.7364649263140249
1868,0,30,8500,8500,0,72,0.07157894736842105,0,1,0,0,0.6106685890877909
1869,19,51,18990,19027,0,84,0.1180124223602484,0,1,1,0,0.8446102917424831
1870,15,75,6660,6660,0,36,0.1088888888888889,0,0,1,0,0.8028960709163948
1871,0,26,11700,6108,0,36,0.09754738015607581,0,1,0,0,0.6831815359415239
1872,4,55,11343,10343,0,36,0.1744444444444445,0,1,0,0,0.8153070724715222
1873,1,23,4995,4995,0,36,0.1064285714285714,0,0,0,0,0.683523630595015
1874,7,37,21725,23296,0,48,0.0984251968503937,0,0,0,0,0.7600284576284869
1875,15,56,10540,11445,0,60,0.0955128205128205,0,1,0,0,0.8052980075158915
1876,31,55,26000,26000,0,72,0.181304347826087,0,1,1,0,0.8095984027445682
1877,26,55,22789,4150,1,24,0.1,0,1,1,0,0.8466868074974646
1878,4,58,15800,13800,0,36,0.04915466499686913,0,1,1,0,0.8378517338105842
1879,0,21,20600,19609,0,60,0.1984126984126984,0,0,0,1,0.4017139509447999
1880,9,50,14351,14351,1,60,0.075,0,1,0,0,0.7825893461917559
1881,16,43,16995,15191,0,60,0.07908309455587392,0,1,0,0,0.8128475502790544
1882,2,20,7480,7280,0,60,0.1386666666666667,0,0,0,0,0.5935111221633851
1883,22,50,10450,6570,0,24,0.01851851851851852,0,1,1,0,0.8620912110790402
1884,4,67,6450,3550,1,36,0.07851851851851852,0,1,1,0,0.854762076037762
1885,0,43,7290,7290,0,72,0.05285714285714286,0,0,0,0,0.6140372538605687
1886,0,28,11500,11500,0,60,0.077,0,0,0,0,0.6542542602462814
1887,1,24,7900,6411,0,60,0.06210526315789474,0,0,0,0,0.6052718835988744
1888,26,66,4856,4856,0,48,0.1057142857142857,0,1,1,0,0.8393305415532815
1889,0,43,5750,6192,0,48,0.04650373387644263,0,1,1,0,0.8177967890494173
1890,0,60,7990,8740,0,60,0.1341666666666667,0,1,0,0,0.6346703314568924
1891,3,19,27290,26911,0,60,0.2024242424242424,1,0,0,1,0.4041400967796459
1892,0,22,7600,2600,1,24,0.08071428571428571,0,0,0,0,0.7160386005154038
1893,20,66,13385,9485,0,48,0.1557142857142857,0,1,0,0,0.8222129844847184
1894,1,27,14933,13499,0,96,0.07583170254403131,0,0,0,0,0.653013668552239
1895,10,35,9200,9200,0,60,0.03542857142857143,0,1,0,0,0.7834486064169852
1896,11,62,12559,12559,0,36,0.1675,0,1,0,0,0.8119229221528809
1897,8,73,12650,12650,0,48,0.36375,0,0,0,0,0.6795466405169569
1898,6,56,14990,13708,0,72,0.168503937007874,0,0,0,0,0.6852278835869102
1899,0,50,13890,6890,0,48,0.07921810699588477,0,0,1,0,0.7804028101873011
1900,6,37,10470,2650,1,36,0.048125,0,0,0,0,0.815201683142347
1901,12,55,12500,8500,0,60,0.05923076923076923,0,1,1,0,0.8471626107988256
1902,0,53,9030,10277,0,96,0.1,0,1,1,0,0.7582658525948243
1903,31,55,11950,12796,0,60,0.05274888558692422,0,0,1,0,0.7988400686102187
1904,8,52,21800,7435,1,24,0.212,1,1,1,0,0.7333829707452886
1905,4,34,16750,15050,0,72,0.09271237602414834,0,1,0,0,0.7656007465459469
1906,2,18,19650,17571,0,48,0.1740740740740741,0,0,0,0,0.6269757759749287
1907,32,51,13950,12833,0,48,0.06481481481481481,0,1,1,0,0.8585987103381982
1908,28,70,34000,30000,0,60,0.1332,0,1,1,0,0.7987726563511224
1909,30,51,6487,7079,0,72,0.07571428571428572,0,0,0,0,0.6893007503295103
1910,22,44,21641,23976,0,84,0.1316425120772947,0,1,1,0,0.8221750480502816
1911,0,34,12950,11881,0,60,0.0705,0,0,0,0,0.6833100890016208
1912,12,76,16490,6990,0,24,0.07894736842105263,0,1,0,0,0.8162263850116436
1913,22,43,16800,10015,0,48,0.0858252427184466,0,0,0,0,0.8292827831084499
1914,5,30,17990,14416,0,48,0.08764705882352941,0,1,0,0,0.8030815370828499
1915,0,30,8700,9506,0,72,0.05773857257417803,0,0,0,0,0.5819304719755127
1916,6,24,13500,13500,0,60,0.1305263157894737,0,0,0,0,0.7293947146849122
1917,7,67,11489,12914,0,72,0.2126315789473684,0,1,1,0,0.7961674272855385
1918,0,24,8800,1800,1,12,0.1266666666666667,0,0,0,0,0.6957084009088439
1919,6,28,4600,4985,0,24,0.1816666666666667,0,0,0,0,0.769964905784999
1920,3,21,6750,7660,0,96,0.06769230769230769,0,0,0,0,0.6547077527796883
1921,3,42,8140,8854,0,60,0.05709342560553633,0,1,0,0,0.7286846097343377
1922,4,55,18620,21884,0,96,0.1140909090909091,0,1,0,0,0.7370591483703571
1923,10,68,5450,3300,0,24,0.04798657718120805,0,1,1,0,0.8490543319835611
1924,8,41,16500,10500,0,48,0.07596463022508039,0,1,1,0,0.87749484397997
1925,3,39,9000,10860,0,96,0.07114399544678429,0,0,0,0,0.6989014443099868
1926,8,24,8453,9166,0,60,0.1261538461538461,0,0,0,0,0.7046280369943851
1927,25,44,11510,11510,0,72,0.088125,0,0,0,0,0.7403825882380091
1928,5,29,9500,4827,0,36,0.07567567567567568,0,1,0,0,0.7896097516675935
1929,4,69,8995,10868,0,60,0.1333333333333333,0,1,1,0,0.8128582130620188
1930,1,21,7990,7809,0,96,0.06785714285714285,0,0,1,0,0.543431185489343
1931,12,41,10490,3000,1,48,0.022,0,1,0,0,0.8188757582651691
1932,16,52,4072,4495,0,36,0.1023076923076923,0,1,1,0,0.8824164172096565
1933,4,33,10980,12704,0,60,0.07525083612040134,0,1,0,0,0.759062508011199
1934,0,51,22490,18990,0,60,0.2727272727272727,0,1,1,0,0.7220741207323418
1935,29,53,6290,6201,0,48,0.07611111111111112,0,0,0,0,0.7483581069114071
1936,4,36,21572,21711,0,48,0.2086148648648649,0,1,0,0,0.6971166965240003
1937,0,20,10980,10980,0,24,0.28,0,0,1,0,0.6564599248050351
1938,0,52,12490,10290,0,60,0.1541666666666667,0,1,0,0,0.6856440443199199
1939,25,57,24990,24990,0,72,0.1415789473684211,0,1,1,0,0.8309454893022415
1940,27,50,7185,7517,0,84,0.04260651629072681,0,1,0,0,0.7665883469050077
1941,10,31,10500,7000,0,48,0.08333333333333333,0,0,1,0,0.7884627161323101
1942,0,22,9500,7300,0,48,0.1088888888888889,0,0,0,0,0.6525893611275557
1943,22,47,21590,18039,0,60,0.1886666666666667,0,1,0,0,0.7781536903261734
1944,2,44,4888,5476,0,48,0.08888888888888889,0,1,1,0,0.8188078556486883
1945,2,20,7990,7955,0,72,0.1285097192224622,0,0,1,0,0.5651972441265672
1946,0,64,25900,25900,0,60,0.1065279770444763,0,1,0,0,0.5702309486010675
1947,1,27,4900,4537,0,36,0.1133333333333333,0,0,0,0,0.6843412315401174
1948,15,55,16500,16500,0,60,0.1349134001823154,0,1,1,0,0.8372817701541228
1949,0,49,6340,6340,0,60,0.08714285714285715,0,0,0,0,0.6335547343829134
1950,27,58,11990,15178,0,72,0.06860371267150928,0,1,1,0,0.8354349757703003
1951,12,73,4850,3150,1,60,0.04603174603174603,0,1,0,0,0.7530737448823902
1952,17,38,13000,13000,0,48,0.1143835616438356,1,0,0,0,0.6639329332256804
1953,27,49,8750,6750,0,48,0.05333333333333334,0,0,1,0,0.8202835842643948
1954,20,43,17000,17000,0,60,0.1530769230769231,0,1,1,0,0.8255309879200745
1955,1,21,6450,7312,0,84,0.06451612903225806,0,0,0,0,0.5779536291907273
1956,11,56,12690,9815,0,60,0.05238095238095238,0,1,1,0,0.8602584627393824
1957,5,49,15050,9050,0,60,0.08936170212765958,0,0,0,0,0.7851538905670234
1958,23,88,2500,2500,0,24,0.07857142857142857,0,1,1,0,0.856495033721256
1959,5,63,6254,6485,0,48,0.09782608695652174,0,0,0,0,0.704440456411884
1960,7,46,9600,8160,0,48,0.09885714285714285,0,1,0,0,0.8233884070176187
1961,0,22,5990,7196,0,96,0.06916666666666667,0,0,0,0,0.5971324664471666
1962,0,19,6780,5479,0,48,0.31,0,0,1,0,0.6034302730454266
1963,27,59,8895,9264,0,84,0.04814814814814815,0,1,1,0,0.8016686108722587
1964,36,59,7897,8173,0,24,0.1424,0,1,1,0,0.8480573639760596
1965,6,36,19400,22603,0,72,0.1456844420010995,0,0,0,0,0.6416617603858472
1966,0,23,17495,17495,0,60,0.14375,0,0,0,0,0.5417066076063717
1967,24,42,9200,9200,0,36,0.08535071384233395,0,1,1,0,0.868602773759316
1968,15,51,7902,9112,0,60,0.1628571428571429,0,0,0,0,0.6583987002948275
1969,0,24,11000,11245,0,48,0.1538461538461539,0,0,0,0,0.6429206571498047
1970,9,69,12000,3000,1,24,0.081875,0,0,0,0,0.8327984830875848
1971,23,63,19500,15477,0,48,0.1731578947368421,0,0,1,0,0.7437490481816164
1972,26,49,9490,10425,0,72,0.1284615384615385,0,0,0,0,0.700345243192291
1973,9,55,8977,9470,0,48,0.1816666666666667,0,1,1,0,0.835482275085248
1974,1,36,16830,4830,1,36,0.04021164021164021,0,0,0,0,0.7814393483120694
1975,27,61,15540,6368,1,48,0.1071428571428571,0,0,1,0,0.8180391821934029
1976,2,31,8000,8000,0,96,0.06396063960639606,0,0,0,0,0.6562913783258961
1977,0,36,26040,28490,0,36,0.1718213058419244,0,1,0,0,0.5955731314441861
1978,3,21,23000,21250,0,72,0.1870748299319728,0,0,0,1,0.477267347673891
1979,0,20,11365,12225,0,60,0.1416666666666667,0,0,0,0,0.5183885007170417
1980,1,28,22246,23617,0,72,0.150625,1,0,0,1,0.37545545085927523
1981,0,21,8999,10054,0,96,0.1044520547945205,0,0,0,0,0.5150310936658227
1982,3,22,6888,6888,0,48,0.212987012987013,0,0,0,0,0.674202272279119
1983,3,58,8325,8773,0,48,0.1042105263157895,0,1,0,0,0.7486600127196765
1984,34,51,5690,1690,1,24,0.02970694500200723,0,1,1,0,0.822740573735967
1985,18,55,15990,10490,0,72,0.06693877551020408,0,1,1,0,0.857668262019974
1986,17,77,12589,7704,0,48,0.1264705882352941,0,1,0,0,0.8079105506602519
1987,28,54,26000,11800,1,48,0.1,0,0,1,0,0.7990114637229502
1988,3,35,11250,11452,0,96,0.06017316017316017,0,1,1,0,0.8352270293223452
1989,23,49,5976,5976,0,24,0.1377659574468085,0,1,1,0,0.8692938038805578
1990,2,27,13990,13990,0,36,0.2992857142857143,0,0,0,0,0.6747356087747514
1991,40,57,32500,8793,1,24,0.1650655021834061,0,1,0,0,0.7889456665108592
1992,25,54,20450,16837,0,72,0.124,0,1,0,0,0.7927545681410968
1993,0,41,17790,17267,0,72,0.1176470588235294,0,1,1,0,0.7943740394233005
1994,5,50,8290,7140,0,48,0.07348837209302325,0,1,1,0,0.8431936121629104
1995,0,48,8595,8595,0,60,0.158,0,1,1,0,0.7378792081744313
1996,14,54,6995,6995,0,72,0.09333333333333334,0,0,0,0,0.7357093892362068
1997,15,53,25280,25280,0,72,0.1336363636363636,0,1,1,0,0.8286888136042132
1998,7,43,15318,13890,0,48,0.08310344827586207,0,0,0,0,0.8293621473491117
1999,1,26,7670,8317,0,60,0.08764705882352941,0,0,0,0,0.603554831170888
2000,20,56,4865,2365,0,24,0.102,0,1,1,0,0.8791711202704713
2001,4,36,5990,5990,0,60,0.05136363636363636,0,1,0,0,0.7423828455245745
2002,3,31,26490,13450,0,48,0.1414285714285714,0,0,0,0,0.7061153804298244
2003,7,36,28120,27141,0,60,0.2513287775246773,0,0,0,0,0.5652331639906121
2004,17,35,19900,14900,0,24,0.1523591087811271,0,1,0,0,0.8060466562881057
2005,3,63,9990,11160,0,96,0.1672816728167282,0,0,0,0,0.6473631805567232
2006,31,53,7520,7520,0,32,0.0685,0,0,1,0,0.8426960282117992
2007,0,25,7150,5326,0,60,0.05529411764705883,0,0,0,0,0.5972797636835886
2008,5,57,15550,17733,0,96,0.1653846153846154,0,1,1,0,0.8110323950509954
2009,2,19,15890,15890,0,72,0.1092307692307692,0,0,0,0,0.593835391784802
2010,7,49,23500,25666,0,72,0.1716981132075472,0,1,0,0,0.7170126848441106
2011,0,42,4840,5259,0,60,0.07101024890190337,0,1,0,0,0.6329369793952371
2012,14,74,20680,19880,0,60,0.1761538461538462,0,0,0,0,0.6245051838724953
2013,4,69,20000,12500,0,48,0.1,0,1,0,0,0.8085165464209808
2014,1,25,9641,9641,0,39,0.1759656652360515,0,0,0,0,0.6250582464230046
2015,7,26,16889,18184,0,60,0.1816666666666667,0,0,0,0,0.7130843200419208
2016,3,31,14041,7137,1,48,0.1110344827586207,0,0,0,0,0.759601211536319
2017,1,64,14990,11790,0,36,0.1214285714285714,0,1,1,0,0.7955086751960605
2018,1,26,11800,4298,1,24,0.115527950310559,0,0,0,0,0.7498704352349834
2019,0,28,8240,5240,0,24,0.1135,0,0,0,0,0.6792092540475789
2020,7,81,7590,7590,0,72,0.02179349767774205,0,1,0,0,0.7582834478447287
2021,8,57,13800,8782,0,72,0.1462053571428572,0,1,0,0,0.781423850532259
2022,2,27,13990,15402,0,72,0.1129411764705882,0,0,0,0,0.6237391594822386
2023,37,57,17880,18060,0,72,0.1064,0,1,0,0,0.8058031779379927
2024,27,57,17250,13750,0,60,0.06578947368421052,0,1,1,0,0.8698139345928456
2025,3,33,15650,5650,1,36,0.06,0,0,1,0,0.789016302693599
2026,30,62,15830,11480,0,48,0.0416,0,1,1,0,0.8538910277028471
2027,4,47,7285,8139,0,96,0.04725536992840095,0,0,0,0,0.6882602377051239
2028,14,51,10390,8390,0,60,0.06432748538011696,0,1,1,0,0.8450428563116235
2029,7,28,6975,7843,0,48,0.08880118401578688,0,0,0,0,0.7782330295795015
2030,38,55,15301,4625,1,24,0.0995,0,1,0,0,0.8311575224792221
2031,6,64,3477,3592,0,24,0.156,0,0,0,0,0.7126460342375659
